,Id,Tag,Q_Score,Title,Q_Body,A_Body,A_Score
177,93930,python,12,What Python GUI APIs Are Out There?,"<p>Simple question:</p>

<ul>
<li>What Python GUI API's are out there and what are the advantages of any given API?</li>
</ul>

<p>I'm not looking for a religious war here, I'm just wanting to get a good handle on all that is out there in terms of Python GUI APIs.</p>
","<p>wxPython, and I'm assuming PyGTK also, can use wxGlade to help you design most UIs you will create. That is a big plus. You don't have to learn how to hand-code the GUI until you're ready. I made several GUI programs straight from wxGlade before I was comfortable enough in how wxPython worked to take a shot at hand-coding.</p>

<p>PyQt has a similar graphic layout device but I've never had good luck getting PyQt to compile correctly. There was also a lack of tutorials and documentation that showed how to create the final Python code; many of the documents I found referred to the C++ version of Qt.</p>

<p>Tkinter is good for quick and dirty programs but, realistically, if you use wxGlade it may be faster to make the program with wxPython. At a minimum, you can use wxGlade to show a visual representation of the program to a client rather than take the time to hand-code the ""dummy"" program.</p>
",0
163,93710,python,12,What's the easiest non-memory intensive way to output XML from Python?,"<p>Basically, something similar to System.Xml.XmlWriter - A streaming XML Writer that doesn't incur much of a memory overhead. So that rules out xml.dom and xml.dom.minidom. Suggestions?</p>
","<p>Some years ago I used <code>MarkupWriter</code> from <a href=""http://4suite.org/index.xhtml"" rel=""nofollow"">4suite</a></p>

<blockquote>
<pre><code>General-purpose utility class for generating XML (may eventually be
expanded to produce more output types)

Sample usage:

from Ft.Xml import MarkupWriter
writer = MarkupWriter(indent=u""yes"")
writer.startDocument()
writer.startElement(u'xsa')
writer.startElement(u'vendor')
#Element with simple text (#PCDATA) content
writer.simpleElement(u'name', content=u'Centigrade systems')
#Note writer.text(content) still works
writer.simpleElement(u'email', content=u""info@centigrade.bogus"")
writer.endElement(u'vendor')
#Element with an attribute
writer.startElement(u'product', attributes={u'id': u""100\u00B0""})
#Note writer.attribute(name, value, namespace=None) still works
writer.simpleElement(u'name', content=u""100\u00B0 Server"")
#XML fragment
writer.xmlFragment('&lt;version&gt;1.0&lt;/version&gt;&lt;last-release&gt;20030401&lt;/last-release&gt;')
#Empty element
writer.simpleElement(u'changes')
writer.endElement(u'product')
writer.endElement(u'xsa')
writer.endDocument()

Note on the difference between 4Suite writers and printers
Writer  - module that exposes a broad public API for building output
          bit by bit
Printer - module that simply takes a DOM and creates output from it
          as a whole, within one API invokation
</code></pre>
</blockquote>

<p>Recently i hear a lot about how <a href=""http://codespeak.net/lxml/"" rel=""nofollow"">lxml</a> is great, but I don't have first-hand experience, and I had some fun working with <a href=""http://freshmeat.net/projects/gnosisxml/"" rel=""nofollow"">gnosis</a>.</p>
",0
160,93710,python,12,What's the easiest non-memory intensive way to output XML from Python?,"<p>Basically, something similar to System.Xml.XmlWriter - A streaming XML Writer that doesn't incur much of a memory overhead. So that rules out xml.dom and xml.dom.minidom. Suggestions?</p>
","<p>I think I have your poison :</p>

<p><a href=""http://sourceforge.net/projects/xmlite"" rel=""nofollow"">http://sourceforge.net/projects/xmlite</a></p>

<p>Cheers</p>
",1
162,93710,python,12,What's the easiest non-memory intensive way to output XML from Python?,"<p>Basically, something similar to System.Xml.XmlWriter - A streaming XML Writer that doesn't incur much of a memory overhead. So that rules out xml.dom and xml.dom.minidom. Suggestions?</p>
","<p>I've always had good results with <a href=""http://codespeak.net/lxml/"" rel=""nofollow"">lxml</a>. It's a pain to install, as it's mostly a wrapper around <a href=""http://xmlsoft.org/"" rel=""nofollow"">libxml2</a>, but <code>lxml.etree</code>  tree objects have a <code>.write()</code> method that takes a file-like object to stream to.</p>

<pre><code>from lxml.etree import XML

tree = XML('&lt;root&gt;&lt;a&gt;&lt;b/&gt;&lt;/a&gt;&lt;/root&gt;')
tree.write(your_file_object)
</code></pre>
",-1
60,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<p>This snippet will do so.  If you're going to do it frequently, you might want to make a 'sortkeys' method or somesuch to make it easier on the eyes.</p>

<pre><code>keys = list(d.keys())
keys.sort()
for key in keys:
    print d[key]
</code></pre>

<p>Edit:  dF's solution is better -- I forgot all about sorted().</p>
",1
66,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<p>You can also sort a dictionary by value and control the sort order:</p>

<pre><code>import operator

d = {'b' : 'this is 3', 'a': 'this is 2' , 'c' : 'this is 1'}

for key, value in sorted(d.iteritems(), key=operator.itemgetter(1), reverse=True):
    print key, "" "", value
</code></pre>

<p>Output:<br />
b   this is 3<br />
a   this is 2<br />
c   this is 1</p>
",1
65,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<pre><code>for key in sorted(d):
  print d[key]
</code></pre>
",1
61,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<p>Do you mean that you need the values sorted by the value of the key?
In that case, this should do it:</p>

<pre><code>for key in sorted(d):
    print d[key]
</code></pre>

<p><strong>EDIT:</strong> changed to use sorted(d) instead of sorted(d.keys()), thanks <a href=""http://stackoverflow.com/users/1694/eli-courtwright"" rel=""nofollow"">Eli</a>!</p>
",16
62,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<p>Or shorter,</p>

<pre><code>for key, value in sorted(d.items()):
    print value
</code></pre>
",16
260,147650,python,11,Debug Pylons application through Eclipse,"<p>I have Eclipse setup with PyDev and love being able to debug my scripts/apps.  I've just started playing around with Pylons and was wondering if there is a way to start up the paster server through Eclipse so I can debug my webapp?</p>
","<p>Create a new launch configuration (Python Run)</p>

<p><strong>Main tab</strong></p>

<p>Use paster-script.py as main module (you can find it in the Scripts sub-directory in your python installation directory)</p>

<p>Don't forget to add the root folder of your application in the PYTHONPATH zone</p>

<p><strong>Arguments</strong>
Set the base directory to the root folder also.</p>

<p>As Program Arguments use ""serve development.ini"" (or whatever you use to debug your app"")</p>

<p><strong>Common Tab</strong></p>

<p>Check allocate console and launch in background</p>
",10
64,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
ks = d.keys()
ks.sort()
for k in ks:
    print ""this is "" + k
</code></pre>
",0
63,55180,python,11,"In Python, how can you easily retrieve sorted items from a dictionary?","<p>Dictionaries unlike lists are not ordered (and do not have the 'sort' attribute). Therefore, you can not rely on getting the items in the same order when first added. </p>

<p>What is the easiest way to loop through a dictionary containing strings as the key value and retrieving them in ascending order by key?</p>

<p>For example, you had this:</p>

<pre><code>d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
</code></pre>

<p>I want to print the associated values in the following sequence sorted by key:</p>

<pre><code>this is a
this is b
this is c
</code></pre>
","<pre><code>&gt;&gt;&gt; d = {'b' : 'this is b', 'a': 'this is a' , 'c' : 'this is c'}
&gt;&gt;&gt; for k,v in sorted(d.items()):
...     print v, k
... 
this is a a
this is b b
this is c c
</code></pre>
",1
246,138680,python,10,Vim extension (via Python)?,"<p>is it possible to extend vim functionality via custom extension (preferably, written in Python)?</p>

<p>What I need ideally is custom command when in command mode. E.g.</p>

<p>ESC</p>

<p>:do_this</p>

<p>:do_that</p>
","<p>vim supports scripting in python (and in perl as well, I think).</p>

<p>You just have to make sure that the vim distribution you are using has been compiled with python support.</p>

<p>If you are using a Linux system, you can download the source and then compile it with</p>

<pre><code>./configure --enable-pythoninterp 
make
sudo make install
</code></pre>

<p>Inside vim, you can type</p>

<pre><code>:version
</code></pre>

<p>to list the available features; if it has python support, you should see a '+python' somewhere (a '-python' otherwise).</p>

<p>Then, to check the usage of the python module, you can type</p>

<pre><code>:help python
</code></pre>

<p>P.S: if you're going to compile the vim sources, make sure to check the available configure options, you might need to specify --with-python-config-dir as well.</p>

<p>P.P.S: to create a ""custom command in command mode"" (if I understand correctly what you mean), you can create a function ""MyFunction"" in a vim script (using python or the vim scripting language) and then invoke it with </p>

<pre><code>:Call MyFunction()
</code></pre>

<p>Check </p>

<pre><code>:help user-functions
</code></pre>

<p>for details</p>
",19
235,120250,python,10,Short Integers in Python,"<p>Python allocates integers automatically based on the underlying system architecture. Unfortunately I have a huge dataset which needs to be fully loaded into memory. </p>

<p>So, is there a way to force Python to use only 2 bytes for some integers (equivalent of C++ 'short')?</p>
","<p>If you're doing any sort of manipulation of this huge dataset, you'll probably want to use <a href=""http://numpy.scipy.org/"" rel=""nofollow"" title=""Numpy Home Page"">Numpy</a>, which has support for a wide variety of numeric types, and efficient operations on arrays of them.</p>
",4
234,120250,python,10,Short Integers in Python,"<p>Python allocates integers automatically based on the underlying system architecture. Unfortunately I have a huge dataset which needs to be fully loaded into memory. </p>

<p>So, is there a way to force Python to use only 2 bytes for some integers (equivalent of C++ 'short')?</p>
","<p>@<a href=""#120256"" rel=""nofollow"">Armin</a>: how come? The Python documentation said the minimum size for that array of short integer is 2 bytes and </p>

<blockquote>
  <p>The actual representation of values is
  determined by the machine architecture
  (strictly speaking, by the C
  implementation). The actual size can
  be accessed through the itemsize
  attribute.</p>
</blockquote>

<p>@<a href=""#120449"" rel=""nofollow"">Arnav</a>: I suggest that your code should check the size of each Type code and choose the corresponding 2-byte type that is specific to the underlying system. </p>
",0
233,120250,python,10,Short Integers in Python,"<p>Python allocates integers automatically based on the underlying system architecture. Unfortunately I have a huge dataset which needs to be fully loaded into memory. </p>

<p>So, is there a way to force Python to use only 2 bytes for some integers (equivalent of C++ 'short')?</p>
","<p>Armin's suggestion of the array module is probably best.  Two possible alternatives:</p>

<ul>
<li>You can create an extension module yourself that provides the data structure that you're after.  If it's really just something like a collection of shorts, then
that's pretty simple to do.</li>
<li>You can
cheat and manipulate bits, so that
you're storing one number in the
lower half of the Python int, and
another one in the upper half. 
You'd write some utility functions
to convert to/from these within your
data structure.  Ugly, but it can be made to work.</li>
</ul>

<p>It's also worth realising that a Python integer object is not 4 bytes - there is additional overhead.  So if you have a really large number of shorts, then you can save more than two bytes per number by using a C short in some way (e.g. the array module).</p>

<p>I had to keep a large set of integers in memory a while ago, and a dictionary with integer keys and values was too large (I had 1GB available for the data structure IIRC).  I switched to using a IIBTree (from ZODB) and managed to fit it.  (The ints in a IIBTree are real C ints, not Python integers, and I hacked up an automatic switch to a IOBTree when the number was larger than 32 bits).</p>
",2
232,120250,python,10,Short Integers in Python,"<p>Python allocates integers automatically based on the underlying system architecture. Unfortunately I have a huge dataset which needs to be fully loaded into memory. </p>

<p>So, is there a way to force Python to use only 2 bytes for some integers (equivalent of C++ 'short')?</p>
","<p>Thanks to Armin for pointing out the 'array' module. I also found the 'struct' module that packs c-style structs in a string:</p>

<p>From the documentation (<a href=""https://docs.python.org/library/struct.html"" rel=""nofollow"">https://docs.python.org/library/struct.html</a>):</p>

<pre><code>&gt;&gt;&gt; from struct import *
&gt;&gt;&gt; pack('hhl', 1, 2, 3)
'\x00\x01\x00\x02\x00\x00\x00\x03'
&gt;&gt;&gt; unpack('hhl', '\x00\x01\x00\x02\x00\x00\x00\x03')
(1, 2, 3)
&gt;&gt;&gt; calcsize('hhl')
8
</code></pre>
",5
231,120250,python,10,Short Integers in Python,"<p>Python allocates integers automatically based on the underlying system architecture. Unfortunately I have a huge dataset which needs to be fully loaded into memory. </p>

<p>So, is there a way to force Python to use only 2 bytes for some integers (equivalent of C++ 'short')?</p>
","<p>Nope.  But you can use short integers in arrays:</p>

<pre><code>from array import array
a = array(""h"") # h = signed short, H = unsigned short
</code></pre>

<p>As long as the value stays in that array it will be a short integer.</p>

<ul>
<li>documentation for the <a href=""http://docs.python.org/dev/library/array"">array module</a></li>
</ul>
",30
247,138680,python,10,Vim extension (via Python)?,"<p>is it possible to extend vim functionality via custom extension (preferably, written in Python)?</p>

<p>What I need ideally is custom command when in command mode. E.g.</p>

<p>ESC</p>

<p>:do_this</p>

<p>:do_that</p>
","<p>Yes it is. There are several extensions on <a href=""http://www.vim.org/scripts/index.php"" rel=""nofollow"">http://www.vim.org/scripts/index.php</a> </p>

<p>It can be done with python as well if the support for python is compiled in. </p>

<p>Article about it: <a href=""http://www.techrepublic.com/article/extending-vim-with-python/"" rel=""nofollow"">http://www.techrepublic.com/article/extending-vim-with-python/</a> </p>

<p>Google is our friend.</p>

<p>HTH</p>
",5
277,156360,python,9,Get all items from thread Queue,"<p>I have one thread that writes results into a Queue.</p>

<p>In another thread (GUI), I periodically (in the IDLE event) check if there are results in the queue, like this:</p>

<pre><code>def queue_get_all(q):
    items = []
    while 1:
        try:
            items.append(q.get_nowait())
        except Empty, e:
            break
    return items
</code></pre>

<p>Is this a good way to do it ? </p>

<p><strong>Edit:</strong></p>

<blockquote>
  <p>I'm asking because sometimes the
  waiting thread gets stuck for a few
  seconds without taking out new
  results.</p>
</blockquote>

<p>The ""stuck"" problem turned out to be because I was doing the processing in the idle event handler, without making sure that such events are actually generated by calling <code>wx.WakeUpIdle</code>, as is recommended.</p>
","<p>I see you are using get_nowait() which according to the documentation, ""return[s] an item if one is immediately available, else raise the Empty exception""</p>

<p>Now, you happen to break out of the loop when an Empty exception is thrown. Thus, if there is no result immediately available in the queue, your function returns an empty items list.</p>

<p>Is there a reason why you are not using the get() method instead? It may be the case that the get_nowait() fails because the queue is servicing a put() request at that same moment. </p>
",1
278,156360,python,9,Get all items from thread Queue,"<p>I have one thread that writes results into a Queue.</p>

<p>In another thread (GUI), I periodically (in the IDLE event) check if there are results in the queue, like this:</p>

<pre><code>def queue_get_all(q):
    items = []
    while 1:
        try:
            items.append(q.get_nowait())
        except Empty, e:
            break
    return items
</code></pre>

<p>Is this a good way to do it ? </p>

<p><strong>Edit:</strong></p>

<blockquote>
  <p>I'm asking because sometimes the
  waiting thread gets stuck for a few
  seconds without taking out new
  results.</p>
</blockquote>

<p>The ""stuck"" problem turned out to be because I was doing the processing in the idle event handler, without making sure that such events are actually generated by calling <code>wx.WakeUpIdle</code>, as is recommended.</p>
","<p>If you're always pulling all available items off the queue, is there any real point in using a queue, rather than just a list with a lock?  ie:</p>

<pre><code>from __future__ import with_statement
import threading

class ItemStore(object):
    def __init__(self):
        self.lock = threading.Lock()
        self.items = []

    def add(self, item):
        with self.lock:
            self.items.append(item)

    def getAll(self):
        with self.lock:
            items, self.items = self.items, []
        return items
</code></pre>

<p>If you're also pulling them individually, and making use of the blocking behaviour for empty queues, then you should use Queue, but your use case looks much simpler, and might be better served by the above approach.</p>

<p><strong>[Edit2]</strong>  I'd missed the fact that you're polling the queue from an idle loop, and from your update, I see that the problem isn't related to contention, so the below approach isn't really relevant to your problem.  I've left it in in case anyone finds a blocking variant of this useful:</p>

<p>For cases where you do want to block until you get at least one result, you can modify the above code to wait for data to become available through being signalled by the producer thread.  Eg.</p>

<pre><code>class ItemStore(object):
    def __init__(self):
        self.cond = threading.Condition()
        self.items = []

    def add(self, item):
        with self.cond:
            self.items.append(item)
            self.cond.notify() # Wake 1 thread waiting on cond (if any)

    def getAll(self, blocking=False):
        with self.cond:
            # If blocking is true, always return at least 1 item
            while blocking and len(self.items) == 0:
                self.cond.wait()
            items, self.items = self.items, []
        return items
</code></pre>
",11
279,156360,python,9,Get all items from thread Queue,"<p>I have one thread that writes results into a Queue.</p>

<p>In another thread (GUI), I periodically (in the IDLE event) check if there are results in the queue, like this:</p>

<pre><code>def queue_get_all(q):
    items = []
    while 1:
        try:
            items.append(q.get_nowait())
        except Empty, e:
            break
    return items
</code></pre>

<p>Is this a good way to do it ? </p>

<p><strong>Edit:</strong></p>

<blockquote>
  <p>I'm asking because sometimes the
  waiting thread gets stuck for a few
  seconds without taking out new
  results.</p>
</blockquote>

<p>The ""stuck"" problem turned out to be because I was doing the processing in the idle event handler, without making sure that such events are actually generated by calling <code>wx.WakeUpIdle</code>, as is recommended.</p>
","<p>I'd be very surprised if the <code>get_nowait()</code> call caused the pause by not returning if the list was empty.</p>

<p>Could it be that you're posting a large number of (maybe big?) items between checks which means the receiving thread has a large amount of data to pull out of the <code>Queue</code>? You could try limiting the number you retrieve in one batch:</p>

<pre><code>def queue_get_all(q):
    items = []
    maxItemsToRetreive = 10
    for numOfItemsRetrieved in range(0, maxItemsToRetreive):
        try:
            if numOfItemsRetrieved == maxItemsToRetreive:
                break
            items.append(q.get_nowait())
        except Empty, e:
            break
    return items
</code></pre>

<p>This would limit the receiving thread to pulling up to 10 items at a time.</p>
",4
56,51010,python,9,What is the simplest way to find the difference between 2 times in python?,"<p>I have 2 time values which have the type <code>datetime.time</code>. I want to find their difference. The obvious thing to do is t1 - t2, but this doesn't work. It works for objects of type <code>datetime.datetime</code> but not for <code>datetime.time</code>. So what is the best way to do this?</p>
","<p>Retrieve the times in milliseconds and then do the subtraction.</p>
",-1
54,51010,python,9,What is the simplest way to find the difference between 2 times in python?,"<p>I have 2 time values which have the type <code>datetime.time</code>. I want to find their difference. The obvious thing to do is t1 - t2, but this doesn't work. It works for objects of type <code>datetime.datetime</code> but not for <code>datetime.time</code>. So what is the best way to do this?</p>
","<p>Also a little silly, but you could try picking an arbitrary day and embedding each time in it, using <code>datetime.datetime.combine</code>, then subtracting:</p>

<pre><code>&gt;&gt;&gt; import datetime
&gt;&gt;&gt; t1 = datetime.time(2,3,4)
&gt;&gt;&gt; t2 = datetime.time(18,20,59)
&gt;&gt;&gt; dummydate = datetime.date(2000,1,1)
&gt;&gt;&gt; datetime.datetime.combine(dummydate,t2) - datetime.datetime.combine(dummydate,t1)
datetime.timedelta(0, 58675)
</code></pre>
",16
178,94490,python,9,How do I read selected files from a remote Zip archive over HTTP using Python?,"<p>I need to read selected files, matching on the file name, from a remote zip archive using Python. I don't want to save the full zip to a temporary file (it's not that large, so I can handle everything in memory).</p>

<p>I've already written the code and it works, and I'm answering this myself so I can search for it later. But since evidence suggests that I'm one of the dumber participants on Stackoverflow, I'm sure there's room for improvement.</p>
","<p>Here's how I did it (grabbing all files ending in "".ranks""):</p>

<pre><code>import urllib2, cStringIO, zipfile

try:
    remotezip = urllib2.urlopen(url)
    zipinmemory = cStringIO.StringIO(remotezip.read())
    zip = zipfile.ZipFile(zipinmemory)
    for fn in zip.namelist():
        if fn.endswith("".ranks""):
            ranks_data = zip.read(fn)
            for line in ranks_data.split(""\n""):
                # do something with each line
except urllib2.HTTPError:
    # handle exception
</code></pre>
",8
179,94490,python,9,How do I read selected files from a remote Zip archive over HTTP using Python?,"<p>I need to read selected files, matching on the file name, from a remote zip archive using Python. I don't want to save the full zip to a temporary file (it's not that large, so I can handle everything in memory).</p>

<p>I've already written the code and it works, and I'm answering this myself so I can search for it later. But since evidence suggests that I'm one of the dumber participants on Stackoverflow, I'm sure there's room for improvement.</p>
","<p>Bear in mind that merely decompressing a ZIP file may result in <a href=""http://en.wikipedia.org/wiki/Decompression_bomb"" rel=""nofollow"">a security vulnerability</a>.</p>
",1
53,51010,python,9,What is the simplest way to find the difference between 2 times in python?,"<p>I have 2 time values which have the type <code>datetime.time</code>. I want to find their difference. The obvious thing to do is t1 - t2, but this doesn't work. It works for objects of type <code>datetime.datetime</code> but not for <code>datetime.time</code>. So what is the best way to do this?</p>
","<p>Firstly, note that a datetime.time is a time of day, independent of a given day, and so the different between any two datetime.time values is going to be less than 24 hours.</p>

<p>One approach is to convert both datetime.time values into comparable values (such as milliseconds), and find the difference.</p>

<pre><code>t1, t2 = datetime.time(...), datetime.time(...)

t1_ms = (t1.hour*60*60 + t1.minute*60 + t1.second)*1000 + t1.microsecond
t2_ms = (t2.hour*60*60 + t2.minute*60 + t2.second)*1000 + t2.microsecond

delta_ms = max([t1_ms, t2_ms]) - min([t1_ms, t2_ms])
</code></pre>

<p>It's a little lame, but it works.</p>
",-2
52,51010,python,9,What is the simplest way to find the difference between 2 times in python?,"<p>I have 2 time values which have the type <code>datetime.time</code>. I want to find their difference. The obvious thing to do is t1 - t2, but this doesn't work. It works for objects of type <code>datetime.datetime</code> but not for <code>datetime.time</code>. So what is the best way to do this?</p>
","<p>You could transform both into <a href=""http://docs.python.org/lib/datetime-timedelta.html"" rel=""nofollow"">timedelta objects</a> and subtract these from each other, which will take care to of the carry-overs. For example:</p>

<pre><code>&gt;&gt;&gt; import datetime as dt
&gt;&gt;&gt; t1 = dt.time(23, 5, 5, 5)
&gt;&gt;&gt; t2 = dt.time(10, 5, 5, 5)
&gt;&gt;&gt; dt1 = dt.timedelta(hours=t1.hour, minutes=t1.minute, seconds=t1.second, microseconds=t1.microsecond)
&gt;&gt;&gt; dt2 = dt.timedelta(hours=t2.hour, minutes=t2.minute, seconds=t2.second, microseconds=t2.microsecond)
&gt;&gt;&gt;  print(dt1-dt2)
13:00:00
&gt;&gt;&gt; print(dt2-dt1)
-1 day, 11:00:00
&gt;&gt;&gt; print(abs(dt2-dt1))
13:00:00
</code></pre>

<p>Negative timedelta objects in Python get a negative day field, with the other fields positive. You could check beforehand: comparison works on both time objects and timedelta objects:</p>

<pre><code>&gt;&gt;&gt; dt2 &lt; dt1
True
&gt;&gt;&gt; t2 &lt; t1
True
</code></pre>
",5
51,51010,python,9,What is the simplest way to find the difference between 2 times in python?,"<p>I have 2 time values which have the type <code>datetime.time</code>. I want to find their difference. The obvious thing to do is t1 - t2, but this doesn't work. It works for objects of type <code>datetime.datetime</code> but not for <code>datetime.time</code>. So what is the best way to do this?</p>
","<p>It seems that this isn't supported, since there wouldn't be a good way to deal with overflows in datetime.time.  I know this isn't an answer directly, but maybe someone with more python experience than me can take this a little further.  For more info, see this: <a href=""http://bugs.python.org/issue3250"" rel=""nofollow"">http://bugs.python.org/issue3250</a></p>
",1
55,51010,python,9,What is the simplest way to find the difference between 2 times in python?,"<p>I have 2 time values which have the type <code>datetime.time</code>. I want to find their difference. The obvious thing to do is t1 - t2, but this doesn't work. It works for objects of type <code>datetime.datetime</code> but not for <code>datetime.time</code>. So what is the best way to do this?</p>
","<p>Python has pytz (<a href=""http://pytz.sourceforge.net"" rel=""nofollow"">http://pytz.sourceforge.net</a>) module which can be used for arithmetic of 'time' objects. It takes care of DST offsets as well. The above page has a number of examples that illustrate the usage of pytz.</p>
",3
95,74430,python,8,Random in python 2.5 not working?,"<p>I am trying to use the <code>import random</code> statement in python, but it doesn't appear to have any methods in it to use.</p>

<p>Am I missing something?</p>
","<p>You probably have a file named random.py or random.pyc in your working directory.  That's shadowing the built-in random module.  You need to rename random.py to something like my_random.py and/or remove the random.pyc file.</p>

<p>To tell for sure what's going on, do this:</p>

<pre><code>&gt;&gt;&gt; import random
&gt;&gt;&gt; print random.__file__
</code></pre>

<p>That will show you exactly which file is being imported.</p>
",34
90,74430,python,8,Random in python 2.5 not working?,"<p>I am trying to use the <code>import random</code> statement in python, but it doesn't appear to have any methods in it to use.</p>

<p>Am I missing something?</p>
","<p>I think you need to give some more information.  It's not really possible to answer why it's not working based on the information in the question.  The basic documentation for random is at: 
<a href=""https://docs.python.org/library/random.html"" rel=""nofollow"">https://docs.python.org/library/random.html</a></p>

<p>You might check there.  </p>
",2
97,74430,python,8,Random in python 2.5 not working?,"<p>I am trying to use the <code>import random</code> statement in python, but it doesn't appear to have any methods in it to use.</p>

<p>Am I missing something?</p>
","<p>This is happening because you have a random.py file in the python search path, most likely the current directory.</p>

<p>Python is searching for modules using sys.path, which normally includes the current directory before the standard site-packages, which contains the expected random.py.</p>

<p>This is expected to be fixed in Python 3.0, so that you can't import modules from the current directory without using a special import syntax.</p>

<p>Just remove the random.py + random.pyc in the directory you're running python from and it'll work fine.</p>
",3
94,74430,python,8,Random in python 2.5 not working?,"<p>I am trying to use the <code>import random</code> statement in python, but it doesn't appear to have any methods in it to use.</p>

<p>Am I missing something?</p>
","<p>Works for me:</p>

<pre><code>Python 2.5.1 (r251:54863, Jun 15 2008, 18:24:51) 
[GCC 4.3.0 20080428 (Red Hat 4.3.0-8)] on linux2
Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.
&gt;&gt;&gt; import random
&gt;&gt;&gt; brothers = ['larry', 'curly', 'moe']
&gt;&gt;&gt; random.choice(brothers)
'moe'
&gt;&gt;&gt; random.choice(brothers)
'curly'
</code></pre>
",0
93,74430,python,8,Random in python 2.5 not working?,"<p>I am trying to use the <code>import random</code> statement in python, but it doesn't appear to have any methods in it to use.</p>

<p>Am I missing something?</p>
","<p>Seems to work fine for me. Check out the methods in the <a href=""http://docs.python.org/lib/module-random.html"" rel=""nofollow"">official python documentation</a> for random:</p>

<pre><code>&gt;&gt;&gt; import random
&gt;&gt;&gt; random.random()
0.69130806168332215
&gt;&gt;&gt; random.uniform(1, 10)
8.8384170917436293
&gt;&gt;&gt; random.randint(1, 10)
4
</code></pre>
",0
