,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body
172,24049020,274,205,swift,NSNotificationCenter addObserver in Swift,"<p>How do you add an observer in Swift to the default notification center?  I'm trying to port this line of code that sends a notification when the battery level changes.</p>

<pre><code>[[NSNotificationCenter defaultCenter] addObserver:self selector:@selector(batteryLevelChanged:) name:UIDeviceBatteryLevelDidChangeNotification object:nil];
</code></pre>
","<p>It's the same as the Objective-C API, but uses Swift's syntax.</p>

<pre><code>NSNotificationCenter.defaultCenter().addObserver(
    self,
    selector: #selector(batteryLevelChanged),
    name: UIDeviceBatteryLevelDidChangeNotification,
    object: nil)
</code></pre>

<p>If your observer does not inherit from an Objective-C object, you must prefix your method with <code>@objc</code> in order to use it as a selector.</p>

<pre><code>@objc func batteryLevelChanged(notification: NSNotification){     
    //do stuff
}
</code></pre>

<p>See <a href=""https://developer.apple.com/library/mac/documentation/Cocoa/Reference/Foundation/Classes/NSNotificationCenter_Class/"">NSNotificationCenter Class Reference</a>, <a href=""https://developer.apple.com/library/prerelease/ios/documentation/Swift/Conceptual/BuildingCocoaApps/InteractingWithObjective-CAPIs.html#//apple_ref/doc/uid/TP40014216-CH4-XID_36"">Interacting with Objective-C APIs</a></p>
"
133,24028860,389,194,swift,How to find index of list item in Swift?,"<p>I am trying to find an item index by searching a list. Does anybody know how to do that? </p>

<p>I see there is list.StartIndex and list.EndIndex bu I want something like python's list.index(""text"")</p>
","<p>As swift is in some regards more functional than object-oriented (and Arrays are structs, not objects), use the function ""find"" to operate on the array, which returns an optional value, so be prepared to handle a nil value:</p>

<pre><code>let arr:Array = [""a"",""b"",""c""]
find(arr, ""c"")!              // 2
find(arr, ""d"")               // nil
</code></pre>

<p><strong>Update for Swift 2.0:</strong></p>

<p><em>The old <code>find</code> function is not supported any more with Swift 2.0!</em></p>

<p>With Swift 2.0, <code>Array</code> gains the ability to find the index of an element using a function defined in an extension of <code>CollectionType</code> (which <code>Array</code> implements):</p>

<pre><code>let arr = [""a"",""b"",""c""]

let indexOfA = arr.indexOf(""a"") // 0
let indexOfB = arr.indexOf(""b"") // 1
let indexOfD = arr.indexOf(""d"") // nil
</code></pre>

<p>Additionally, finding the first element in an array fulfilling a predicate is supported by another extension of <code>CollectionType</code>:</p>

<pre><code>let arr2 = [1,2,3,4,5,6,7,8,9,10]
let indexOfFirstGreaterThanFive = arr2.indexOf({$0 &gt; 5}) // 5
let indexOfFirstGreaterThanOneHundred = arr2.indexOf({$0 &gt; 100}) // nil
</code></pre>

<p>Note that these two functions return optional values, as <code>find</code> did before.</p>

<p><strong>Update for Swift 3.0:</strong></p>

<p>Note the syntax of indexOf has changed. Now use:</p>

<pre><code>let indexOfA = arr.index(of: ""a"")
</code></pre>
"
131,24028860,5,194,swift,How to find index of list item in Swift?,"<p>I am trying to find an item index by searching a list. Does anybody know how to do that? </p>

<p>I see there is list.StartIndex and list.EndIndex bu I want something like python's list.index(""text"")</p>
","<p>In Swift 2 (currently in beta with the Xcode 7 beta), <code>Array</code> includes an <a href=""https://developer.apple.com/library/prerelease/ios//documentation/Swift/Reference/Swift_CollectionType_Protocol/index.html%23//apple_ref/swift/intfm/CollectionType/s:FPSs14CollectionType7indexOfuRq_S_qqq_Ss12SequenceType9GeneratorSs13GeneratorType7ElementSs9Equatable_Fq_Fqqq_S0_9GeneratorS1_7ElementGSqqq_Ss23_CollectionDefaultsType5Index_""><code>indexOf</code></a> method provided by the <code>CollectionType</code> protocol. (Actually, two <code>indexOf</code> methodsâone that uses equality to match an argument, and another that uses a closure.)</p>

<p>Prior to Swift 2, there wasn't a way for generic types like collections to provide methods for the concrete types derived from them (like arrays). So, in Swift 1.x, ""index of"" is a global function... And it got renamed, too, so in Swift 1.x, that global function is called <code>find</code>.</p>

<p>It's also possible (but not necessary) to use the <code>indexOfObject</code> method from <code>NSArray</code>... or any of the other, more sophisticated search meth dis from Foundation that don't have equivalents in the Swift standard library. Just <code>import Foundation</code> (or another module that transitively imports Foundation), cast your <code>Array</code> to <code>NSArray</code>, and you can use the many search methods on <code>NSArray</code>.</p>
"
132,24028860,64,194,swift,How to find index of list item in Swift?,"<p>I am trying to find an item index by searching a list. Does anybody know how to do that? </p>

<p>I see there is list.StartIndex and list.EndIndex bu I want something like python's list.index(""text"")</p>
","<p>You can <code>filter</code> an array with a closure:</p>

<pre><code>var myList = [1, 2, 3, 4]
var filtered = myList.filter { $0 == 3 }  // &lt;= returns [3]
</code></pre>

<p>And you can count an array:</p>

<pre><code>filtered.count // &lt;= returns 1
</code></pre>

<p>So you can determine <em>if</em> an array includes your element by combining these:</p>

<pre><code>myList.filter { $0 == 3 }.count &gt; 0  // &lt;= returns true if the array includes 3
</code></pre>

<p>If you want to find the position, I don't see fancy way, but you can certainly do it like this:</p>

<pre><code>var found: Int?  // &lt;= will hold the index if it was found, or else will be nil
for i in (0..x.count) {
    if x[i] == 3 {
        found = i
    }
}
</code></pre>

<p><strong>EDIT</strong></p>

<p>While we're at it, for a fun exercise let's extend <code>Array</code> to have a <code>find</code> method:</p>

<pre><code>extension Array {
    func find(includedElement: T -&gt; Bool) -&gt; Int? {
        for (idx, element) in enumerate(self) {
            if includedElement(element) {
                return idx
            }
        }
        return nil
    }
}
</code></pre>

<p>Now we can do this:</p>

<pre><code>myList.find { $0 == 3 }
// returns the index position of 3 or nil if not found
</code></pre>
"
6,3917250,1,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<pre><code>// Convert string to date 

NSDateFormatter *dateFormat = [[NSDateFormatter alloc] init];
[dateFormat setDateFormat:@""yyyyMMdd""];
NSDate *date = [dateFormat dateFromString:dateStr];  

// Convert Date to string

[dateFormat setDateFormat:@""EEEE MMMM d, YYYY""];
dateStr = [dateFormat stringFromDate:date];  
[dateFormat release];
</code></pre>
"
10,3917250,4,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<pre><code>NSString *dateStr = @""Tue, 25 May 2010 12:53:58 +0000"";

// Convert string to date object
NSDateFormatter *dateFormat = [[NSDateFormatter alloc] init];
[dateFormat setDateFormat:@""EE, d LLLL yyyy HH:mm:ss Z""];
NSDate *date = [dateFormat dateFromString:dateStr]; 
[dateFormat release];
</code></pre>
"
7,3917250,1,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<p>Use this method to convert from <code>NSString</code> to <code>NSdate</code>:</p>

<pre><code>-(NSDate *)getDateFromString:(NSString *)pstrDate
{
    NSDateFormatter* myFormatter = [[NSDateFormatter alloc] init];
    [myFormatter setDateFormat:@""dd/MM/yyyy""];
    NSDate* myDate = [myFormatter dateFromString:pstrDate];
    return myDate;
}
</code></pre>
"
8,3917250,45,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<p>Made an <strong>NSString extension</strong> for that.</p>

<pre><code>// Simple as this.   
date = dateString.dateValue;
</code></pre>

<p>Thanks to <a href=""https://developer.apple.com/library/mac/documentation/Foundation/Reference/NSDataDetector_Class/Reference/Reference.html"">NSDataDetector</a>, it recognizes a whole lot of format.</p>

<pre><code>'2014-01-16' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'2014.01.16' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'2014/01/16' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'2014 Jan 16' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'2014 Jan 16th' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'20140116' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'01-16-2014' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'01.16.2014' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'01/16/2014' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'16 January 2014' dateValue is &lt;2014-01-16 11:00:00 +0000&gt;
'01-16-2014 17:05:05' dateValue is &lt;2014-01-16 16:05:05 +0000&gt;
'01-16-2014 T 17:05:05 UTC' dateValue is &lt;2014-01-16 17:05:05 +0000&gt;
'17:05, 1 January 2014 (UTC)' dateValue is &lt;2014-01-01 16:05:00 +0000&gt;
</code></pre>

<p>Part of <a href=""https://github.com/eppz/eppz-kit"">eppz!kit</a>, grab the category <a href=""https://github.com/eppz/eppz-kit/blob/master/eppz!kit/NSString%2BEPPZKit.h"">NSString+EPPZKit.h</a> from GitHub.</p>

<hr>

<p>ORIGINAL ANSWER: Whether you're not sure (or don't care) about the date format contained in the string, <strong>use NSDataDetector for parsing date</strong>.</p>

<pre><code>//Role players.
NSString *dateString = @""Wed, 03 Jul 2013 02:16:02 -0700"";
__block NSDate *detectedDate;

//Detect.
NSDataDetector *detector = [NSDataDetector dataDetectorWithTypes:NSTextCheckingAllTypes error:nil];
[detector enumerateMatchesInString:dateString
                           options:kNilOptions
                             range:NSMakeRange(0, [dateString length])
                        usingBlock:^(NSTextCheckingResult *result, NSMatchingFlags flags, BOOL *stop)
{ detectedDate = result.date; }];
</code></pre>
"
9,3917250,1,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<pre><code>NSString *mystr=@""Your string date"";

NSCalendar *cal = [NSCalendar currentCalendar];
NSDate *now = [dateFormatter dateFromString:mystr];

Nslog(@""%@"",now);
</code></pre>

<p>If you want set the format use below code:</p>

<pre><code>NSString *dateString = @""01-02-2010"";
NSDateFormatter *dateFormatter = [[NSDateFormatter alloc] init];

// this is important - we set our input date format to match our input string
// if format doesn't match you'll get nil from your string, so be careful
[dateFormatter setDateFormat:@""dd-MM-yyyy""];
NSDate *dateFromString = [[NSDate alloc] init];

// voila!
dateFromString = [dateFormatter dateFromString:dateString];
Nslog(@""%@"",[dateFormatter dateFromString:dateString]);
</code></pre>
"
4,3917250,6,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<p>using ""10"" for representing a year is not good, because it can be 1910, 1810, etc. You probably should use 4 digits for that.</p>

<p>If you can change the date to something like</p>

<pre><code>yyyymmdd
</code></pre>

<p>Then you can use:</p>

<pre><code>// Convert string to date object
NSDateFormatter *dateFormat = [[NSDateFormatter alloc] init];
[dateFormat setDateFormat:@""yyyyMMdd""];
NSDate *date = [dateFormat dateFromString:dateStr];  

// Convert date object to desired output format
[dateFormat setDateFormat:@""EEEE MMMM d, YYYY""];
dateStr = [dateFormat stringFromDate:date];  
[dateFormat release];
</code></pre>
"
3,3917250,371,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<h2>Objective-C</h2>

<p><strong>NSString to NSDate</strong></p>

<pre><code>NSString *dateString = @""01-02-2010"";
NSDateFormatter *dateFormatter = [[NSDateFormatter alloc] init];
// this is imporant - we set our input date format to match our input string
// if format doesn't match you'll get nil from your string, so be careful
[dateFormatter setDateFormat:@""dd-MM-yyyy""];
NSDate *dateFromString = [[NSDate alloc] init];
// voila!
dateFromString = [dateFormatter dateFromString:dateString];
</code></pre>

<p><strong>NSDate convert to NSString:</strong></p>

<pre><code>NSDateFormatter *dateFormatter = [[NSDateFormatter alloc] init];
[dateFormatter setDateFormat:@""dd-MM-yyyy""];
NSString *stringDate = [dateFormatter stringFromDate:[NSDate date]];
NSLog(@""%@"", stringDate);
</code></pre>

<hr>

<h2><strong>Swift</strong></h2>

<p>Updated: 22nd October 2015</p>

<p><strong>String to NSDate</strong></p>

<pre><code>var dateString = ""01-02-2010""
var dateFormatter = NSDateFormatter()
// this is imporant - we set our input date format to match our input string
dateFormatter.dateFormat = ""dd-MM-yyyy""
// voila!
var dateFromString = dateFormatter.dateFromString(dateString)
</code></pre>

<p><strong>NSDate to String</strong></p>

<pre><code>var formatter = NSDateFormatter()
formatter.dateFormat = ""dd-MM-yyyy""
let stringDate: String = formatter.stringFromDate(NSDate())
println(stringDate)
</code></pre>
"
11,3917250,1,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<p>If anyone is interested in doing something like this in Swift these days, I have a start on something, although it's not perfect.</p>

<pre><code>func detectDate(dateString: NSString) -&gt; NSDate {

    var error: NSError?
    let detector: NSDataDetector = NSDataDetector.dataDetectorWithTypes(NSTextCheckingType.Date.toRaw(), error: &amp;error)!

    if error == nil {
        var matches = detector.matchesInString(dateString, options: nil, range: NSMakeRange(0, dateString.length))

        let currentLocale = NSLocale.currentLocale()
        for match in matches {
            match.resultType == NSTextCheckingType.Date
            NSLog(""Date: \(match.date.description)"")
            return match.date
        }
    }
    return NSDate()
}
</code></pre>
"
5,3917250,17,171,swift,Converting NSString to NSDate (and back again),"<p>How would I convert an <code>NSString</code> like ""01/02/10"" (meaning 1st February 2010) into an <code>NSDate</code>? And how could I turn the <code>NSDate</code> back into a string?</p>
","<p>Why not add a category to NSString?</p>

<pre><code>// NSString+Date.h
@interface NSString (Date)
+ (NSDate*)stringDateFromString:(NSString*)string;
+ (NSString*)stringDateFromDate:(NSDate*)date;
@end


// NSString+Date.m
NSDateFormatter *dateFormatter = [[NSDateFormatter alloc]init];
[dateFormatter setDateFormat:@""EEE, dd MMM yyyy HH:mm:ss ZZZ""];

NSDate *date = [dateFormatter dateFromString:stringDate ];
[dateFormatter release];
+ (NSDateFormatter*)stringDateFormatter
{
    static NSDateFormatter* formatter = nil;
    if (formatter == nil)
    {
        formatter = [NSDateFormatter alloc] init];
        [formatter setDateFormat:@""EEE, dd MMM yyyy HH:mm:ss ZZZ""];
    }   
    return formatter;
}

+ (NSDate*)stringDateFromString:(NSString*)string
{
    return [[NSString stringDateFormatter] dateFromString:string];
}

+ (NSString*)stringDateFromDate:(NSDate*)date
{
    return [[NSString stringDateFormatter] stringFromDate:date];
}


// Usage (#import ""NSString+Date.h"")
NSString* string = [NSString stringDateFromDate:[NSDate date]];
NSDate* date = [NSString stringDateFromString:string];
</code></pre>
"
126,24026510,19,136,swift,How do I shuffle an array in Swift?,"<p>How do I randomize or shuffle the elements within an array in Swift? For example, if my array consists of 52 playing cards, I want to <strong>shuffle</strong> the array in order to shuffle the deck.</p>
","<p>Here's something possibly a little shorter:</p>

<pre><code>sorted(a) {_, _ in arc4random() % 2 == 0}
</code></pre>
"
125,24026510,301,136,swift,How do I shuffle an array in Swift?,"<p>How do I randomize or shuffle the elements within an array in Swift? For example, if my array consists of 52 playing cards, I want to <strong>shuffle</strong> the array in order to shuffle the deck.</p>
","<p>This answer details how to add a Fisher-Yates (fast an uniform) shuffle in the various versions of Swift. The Swift 3 version is the most permissive, but they all at least work for arrays. The naming and behavior for each Swift version matches the mutating and nonmutating sorting methods for that version.</p>

<h1>Swift 3.0</h1>

<p>These extensions add a <code>shuffle()</code> method to any mutable collection and a <code>shuffled()</code> method to any sequence:</p>

<pre><code>extension MutableCollection where Indices.Iterator.Element == Index {
    /// Shuffles the contents of this collection.
    mutating func shuffle() {
        let c = count
        guard c &gt; 1 else { return }

        for (unshuffledCount, firstUnshuffled) in zip(stride(from: c, to: 1, by: -1), indices) {
            let d: IndexDistance = numericCast(arc4random_uniform(numericCast(unshuffledCount)))
            guard d != 0 else { continue }
            let i = index(firstUnshuffled, offsetBy: d)
            swap(&amp;self[firstUnshuffled], &amp;self[i])
        }
    }
}

extension Sequence {
    /// Returns an array with the contents of this sequence, shuffled.
    func shuffled() -&gt; [Iterator.Element] {
        var result = Array(self)
        result.shuffle()
        return result
    }
}

let x = [1, 2, 3].shuffled()
// x == [2, 3, 1]

let fiveStrings = stride(from: 0, through: 100, by: 5).map(String.init).shuffled()
// fiveStrings == [""20"", ""45"", ""70"", ""30"", ...]

var numbers = [1, 2, 3, 4]
numbers.shuffle()
// numbers == [3, 2, 1, 4]
</code></pre>

<hr>

<h1>Swift 2.0</h1>

<pre><code>extension MutableCollectionType where Index == Int {
    /// Shuffle the elements of `self` in-place.
    mutating func shuffleInPlace() {
        // empty and single-element collections don't shuffle
        if count &lt; 2 { return }

        for i in startIndex ..&lt; endIndex - 1 {
            let j = Int(arc4random_uniform(UInt32(count - i))) + i
            guard i != j else { continue }
            swap(&amp;self[i], &amp;self[j])
        }
    }
}

extension CollectionType {
    /// Return a copy of `self` with its elements shuffled.
    func shuffle() -&gt; [Generator.Element] {
        var list = Array(self)
        list.shuffleInPlace()
        return list
    }
}

[1, 2, 3].shuffle()
// [2, 3, 1]

let fiveStrings = 0.stride(through: 100, by: 5).map(String.init).shuffle()
// [""20"", ""45"", ""70"", ""30"", ...]

var numbers = [1, 2, 3, 4]
numbers.shuffleInPlace()
// [3, 2, 1, 4]
</code></pre>

<hr>

<h1>Swift 1.2</h1>

<h2><code>shuffle</code> as a function</h2>

<p><strong>This is the simplest version</strong>: add this function anywhere at the top level and you'll be able to shuffle arrays and slices:</p>

<pre><code>func shuffle&lt;C: MutableCollectionType where C.Index == Int&gt;(var list: C) -&gt; C {
    let c = count(list)
    if c &lt; 2 { return list }
    for i in 0..&lt;(c - 1) {
        let j = Int(arc4random_uniform(UInt32(c - i))) + i
        swap(&amp;list[i], &amp;list[j])
    }
    return list
}
shuffle([1, 2, 3, 4, 5, 6, 7, 8])        // e.g., [6, 1, 8, 3, 2, 4, 7, 5]
shuffle([""hello"", ""goodbye"", ""ciao""])    // e.g., [""ciao"", ""goodbye"", ""hello""]
</code></pre>

<h2><code>shuffle</code> as a mutating array method</h2>

<p>This extension will let you shuffle a mutable <code>Array</code> instance in place:</p>

<pre><code>extension Array {
    mutating func shuffle() {
        if count &lt; 2 { return }
        for i in 0..&lt;(count - 1) {
            let j = Int(arc4random_uniform(UInt32(count - i))) + i
            swap(&amp;self[i], &amp;self[j])
        }
    }
}
var numbers = [1, 2, 3, 4, 5, 6, 7, 8]
numbers.shuffle()                     // e.g., numbers == [6, 1, 8, 3, 2, 4, 7, 5]
</code></pre>

<h2><code>shuffled</code> as a non-mutating array method</h2>

<p>This extension will let you retrieve a shuffled copy of an <code>Array</code> instance:</p>

<pre><code>extension Array {
    func shuffled() -&gt; [T] {
        if count &lt; 2 { return self }
        var list = self
        for i in 0..&lt;(list.count - 1) {
            let j = Int(arc4random_uniform(UInt32(list.count - i))) + i
            swap(&amp;list[i], &amp;list[j])
        }
        return list
    }
}
let numbers = [1, 2, 3, 4, 5, 6, 7, 8]
let mixedup = numbers.shuffled()     // e.g., mixedup == [6, 1, 8, 3, 2, 4, 7, 5]
</code></pre>

<hr>

<p>You can get all these in a more copy-pastable format from <a href=""https://gist.github.com/natecook1000/0ac03efe07f647b46dae"">this gist</a>.</p>
"
124,24026510,-3,136,swift,How do I shuffle an array in Swift?,"<p>How do I randomize or shuffle the elements within an array in Swift? For example, if my array consists of 52 playing cards, I want to <strong>shuffle</strong> the array in order to shuffle the deck.</p>
","<p>Here's some code that runs in playground. You won't need to import Darwin in an actual Xcode project.</p>

<pre><code>import darwin

var a = [1,2,3,4,5,6,7]

func shuffle&lt;ItemType&gt;(item1: ItemType, item2: ItemType) -&gt; Bool {
    return drand48() &gt; 0.5
}

sort(a, shuffle)

println(a)
</code></pre>
"
382,24231680,4,131,swift,Loading/Downloading image from URL on Swift,"<p>I'd like to load an image from a URL in my application, so I first tried with Objective-C and it worked, however, with Swift, I've a compilation error: </p>

<blockquote>
  <p>'imageWithData' is unavailable: use object construction 'UIImage(data:)'</p>
</blockquote>

<p>My function: </p>

<pre><code>@IBOutlet var imageView : UIImageView

override func viewDidLoad() {
    super.viewDidLoad()

    var url:NSURL = NSURL.URLWithString(""http://myURL/ios8.png"")
    var data:NSData = NSData.dataWithContentsOfURL(url, options: nil, error: nil)

    imageView.image = UIImage.imageWithData(data)// Error here
}
</code></pre>

<p>In Objective-C: </p>

<pre><code>- (void)viewDidLoad {
    [super viewDidLoad];

    NSURL *url = [NSURL URLWithString:(@""http://myURL/ios8.png"")];
    NSData *data = [NSData dataWithContentsOfURL:url];

    _imageView.image = [UIImage imageWithData: data];
    _labelURL.text = @""http://www.quentinroussat.fr/assets/img/iOS%20icon's%20Style/ios8.png"";
 }
</code></pre>

<p>Can someone please explain me why the <code>imageWithData:</code> doesn't work with Swift, and how can I solve the problem. </p>
","<p>Youâll want to do:</p>

<pre><code>UIImage(data: data)
</code></pre>

<p>In Swift, theyâve replaced most Objective C factory methods with regular constructors.</p>

<p>See:</p>

<p><a href=""https://developer.apple.com/library/prerelease/ios/documentation/Swift/Conceptual/BuildingCocoaApps/InteractingWithObjective-CAPIs.html#//apple_ref/doc/uid/TP40014216-CH4-XID_26"" rel=""nofollow"">https://developer.apple.com/library/prerelease/ios/documentation/Swift/Conceptual/BuildingCocoaApps/InteractingWithObjective-CAPIs.html#//apple_ref/doc/uid/TP40014216-CH4-XID_26</a></p>
"
